Plot,treatment,Treatment,ECClass,SoilZone,Field,ho,x,y,Name,sample,plants_q,plants_m2,shoots_q,shoots_m2,pods_q,pods_m2,bean_fm,bean_g_m2,t_ha_fw,bean_t_ha,bean_dm,b_dm_m2,g_ha,t_ha,bean_dm_m2,crop_fw_q,crop_fw_m2,crop_dm_q,crop_dm_m2,crop_dm_ha,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,plant_height
4,CA,Conservation,6,1,1,,-2.60560688,52.91603044,S096,96,5,16.665,3,9.999,55,183.315,78.16,,,2.602728,72,450,4500000,4.5,239.976,292,973.236,170,566.61,5.6661,104,118,102,93,87,,,,,,100.8
4,CA,Conservation,6,1,1,,-2.60544328,52.91599019,S097,97,8,26.664,2,6.666,47,156.651,81.16,,,2.702628,75,468.75,4687500,4.6875,249.975,166,553.278,141,469.953,4.69953,87,99,90,91,92,89,95,86,,,91.125
4,CA,Conservation,6,1,1,,-2.60552424,52.91610686,S098,98,5,16.665,2,6.666,52,173.316,89.16,,,2.969028,83,518.75,5187500,5.1875,276.639,247,823.251,172,573.276,5.73276,103,132,104,107,93,,,,,,107.8
4,CA,Conservation,6,1,1,,-2.60548118,52.91612415,S099,99,10,33.33,3,9.999,64,213.312,93.16,,,3.102228,87,543.75,5437500,5.4375,289.971,258,859.914,177,589.941,5.89941,97,98,90,103,97,88,95,93,86,91,93.8
4,CA,Conservation,6,1,1,,-2.60542672,52.91609949,S100,100,5,16.665,1,3.333,52,173.316,101.16,,,3.368628,95,593.75,5937500,5.9375,316.635,274,913.242,161,536.613,5.36613,103,112,108,98,94,,,,,,103
5,CON,Conventional,6,1,1,,-2.60556624,52.91618868,S101,101,5,16.665,2,6.666,61,203.313,110.16,,,3.668328,104,650,6500000,6.5,346.632,308,1026.564,175,583.275,5.83275,113,124,105,117,109,,,,,,113.6
5,CON,Conventional,6,1,1,,-2.6056351,52.91621,S102,102,6,19.998,2,6.666,57,189.981,82.16,,,2.735928,76,475,4750000,4.75,253.308,216,719.928,144,479.952,4.79952,95,103,121,94,91,97,,,,,100.1666667
5,CON,Conventional,6,1,1,,-2.60568222,52.91628565,S103,103,6,19.998,3,9.999,68,226.644,104.16,,,3.468528,98,612.5,6125000,6.125,326.634,295,983.235,182,606.606,6.06606,96,111,110,96,113,94,,,,,103.3333333
5,CON,Conventional,6,1,1,,-2.60577443,52.91615824,S104,104,5,16.665,0,0,61,203.313,97.16,,,3.235428,91,568.75,5687500,5.6875,303.303,,0,165,549.945,5.49945,108,102,108,116,117,,,,,,110.2
5,CON,Conventional,6,1,1,,-2.60581808,52.91614396,S105,105,7,23.331,2,6.666,62,206.646,97.16,,,3.235428,91,568.75,5687500,5.6875,303.303,259,863.247,175,583.275,5.83275,89,108,110,99,102,86,84,,,,96.85714286
5,CON,Conventional,4,2,1,,-2.6060596,52.91617142,S106,106,5,16.665,0,0,72,239.976,107.16,,,3.568428,101,631.25,6312500,6.3125,336.633,254,846.582,160,533.28,5.3328,77,88,81,84,86,,,,,,83.2
5,CON,Conventional,4,2,1,,-2.60608598,52.91610672,S107,107,3,9.999,1,3.333,35,116.655,62.16,,,2.069928,56,350,3500000,3.5,186.648,141,469.953,93,309.969,3.09969,92,95,79,,,,,,,,88.66666667
5,CON,Conventional,4,2,1,,-2.60628992,52.91602946,S108,108,5,16.665,1,3.333,72,239.976,152.16,,,5.066928,146,912.5,9125000,9.125,486.618,504,1679.832,243,809.919,8.09919,139,136,134,142,141,,,,,,138.4
5,CON,Conventional,4,2,1,,-2.606334,52.91608546,S109,109,6,19.998,0,0,52,173.316,78.16,,,2.602728,72,450,4500000,4.5,239.976,183,609.939,131,436.623,4.36623,104,105,101,98,108,99,,,,,102.5
5,CON,Conventional,4,2,1,,-2.6063992,52.91596317,S110,110,4,13.332,0,0,60,199.98,101.16,,,3.368628,95,593.75,5937500,5.9375,316.635,303,1009.899,161,536.613,5.36613,119,121,106,125,,,,,,,117.75
5,CON,Conventional,5,3,1,,-2.6065999,52.91592305,S111,111,6,19.998,3,9.999,53,176.649,74.16,,,2.469528,68,425,4250000,4.25,226.644,186,619.938,126,419.958,4.19958,110,93,105,94,99,93,,,,,99
5,CON,Conventional,5,3,1,,-2.60679023,52.91592118,S112,112,5,16.665,0,0,45,149.985,74.16,,,2.469528,68,425,4250000,4.25,226.644,224,746.592,129,429.957,4.29957,115,111,109,102,110,,,,,,109.4
5,CON,Conventional,5,3,1,,-2.60673706,52.91585306,S113,113,4,13.332,1,3.333,48,159.984,73.16,,,2.436228,67,418.75,4187500,4.1875,223.311,229,763.257,122,406.626,4.06626,114,102,108,101,,,,,,,106.25
5,CON,Conventional,5,3,1,,-2.60684083,52.91587669,S114,114,5,16.665,0,0,39,129.987,65.16,,,2.169828,59,368.75,3687500,3.6875,196.647,177,589.941,115,383.295,3.83295,104,113,115,111,114,,,,,,111.4
5,CON,Conventional,5,3,1,,-2.60690345,52.91586757,S115,115,4,13.332,3,9.999,49,163.317,72.16,,,2.402928,66,412.5,4125000,4.125,219.978,178,593.274,122,406.626,4.06626,95,93,92,83,,,,,,,90.75
5,CON,Conventional,6,4,1,,-2.60692782,52.91582384,S116,116,4,13.332,0,0,36,119.988,52.16,,,1.736928,46,287.5,2875000,2.875,153.318,83,276.639,74,246.642,2.46642,71,70,81,74,,,,,,,74
5,CON,Conventional,6,4,1,,-2.60698038,52.91580384,S117,117,4,13.332,2,6.666,45,149.985,71.16,,,2.369628,65,406.25,4062500,4.0625,216.645,205,683.265,122,406.626,4.06626,124,108,102,108,,,,,,,110.5
5,CON,Conventional,6,4,1,,-2.60703627,52.91583858,S118,118,4,13.332,0,0,67,223.311,123.16,,,4.101228,117,731.25,7312500,7.3125,389.961,356,1186.548,194,646.602,6.46602,104,110,102,106,,,,,,,105.5
5,CON,Conventional,6,4,1,,-2.60699939,52.91577551,S119,119,4,13.332,0,0,55,183.315,93.16,,,3.102228,87,543.75,5437500,5.4375,289.971,258,859.914,151,503.283,5.03283,104,98,103,102,,,,,,,101.75
5,CON,Conventional,6,4,1,,-2.6069793,52.91575125,S120,120,3,9.999,2,6.666,53,176.649,83.16,,,2.769228,77,481.25,4812500,4.8125,256.641,245,816.585,126,419.958,4.19958,95,97,96,,,,,,,,96
5,CON,Conventional,7,5,1,,-2.60701355,52.91575207,S121,121,3,9.999,2,6.666,25,83.325,42.16,,,1.403928,36,225,2250000,2.25,119.988,113,376.629,64,213.312,2.13312,86,94,86,,,,,,,,88.66666667
5,CON,Conventional,7,5,1,,-2.60715622,52.91573972,S122,122,4,13.332,2,6.666,59,196.647,95.16,,,3.168828,89,556.25,5562500,5.5625,296.637,229,763.257,143,476.619,4.76619,96,71,88,76,,,,,,,82.75
5,CON,Conventional,7,5,1,,-2.60719612,52.91569916,S123,123,4,13.332,2,6.666,51,169.983,87.16,,,2.902428,81,506.25,5062500,5.0625,269.973,216,719.928,135,449.955,4.49955,102,99,108,105,,,,,,,103.5
5,CON,Conventional,7,5,1,,-2.60709491,52.91566955,S124,124,5,16.665,2,6.666,48,159.984,72.16,,,2.402928,66,412.5,4125000,4.125,219.978,212,706.596,117,389.961,3.89961,92,97,105,87,98,,,,,,95.8
5,CON,Conventional,7,5,1,,-2.60729585,52.9156389,S125,125,4,13.332,3,9.999,65,216.645,99.16,,,3.302028,93,581.25,5812500,5.8125,309.969,234,779.922,153,509.949,5.09949,97,78,97,85,,,,,,,89.25
6,CA,Conservation,8,5,1,,-2.60776209,52.91580854,S126,126,4,13.332,0,0,47,156.651,80.16,,,2.669328,74,462.5,4625000,4.625,246.642,216,719.928,118,393.294,3.93294,91,89,100,98,,,,,,,94.5
6,CA,Conservation,8,5,1,,-2.60758471,52.91579316,S127,127,5,16.665,1,3.333,58,193.314,93.16,,,3.102228,87,543.75,5437500,5.4375,289.971,276,919.908,149,496.617,4.96617,110,102,100,108,106,,,,,,105.2
6,CA,Conservation,8,5,1,,-2.60759847,52.91583977,S128,128,5,16.665,2,6.666,64,213.312,110.16,,,3.668328,104,650,6500000,6.5,346.632,335,1116.555,185,616.605,6.16605,114,112,103,131,117,,,,,,115.4
6,CA,Conservation,8,5,1,,-2.60748254,52.91582038,S129,129,5,16.665,,0,49,163.317,82.16,,,2.735928,76,475,4750000,4.75,253.308,,0,133,443.289,4.43289,102,114,111,97,110,,,,,,106.8
6,CA,Conservation,8,5,1,,-2.60742941,52.91593891,S130,130,4,13.332,2,6.666,63,209.979,109.16,,,3.635028,103,643.75,6437500,6.4375,343.299,234,779.922,183,609.939,6.09939,108,126,132,111,,,,,,,119.25
6,CA,Conservation,6,4,1,,-2.60735913,52.9159783,S131,131,5,16.665,3,9.999,76,253.308,128.16,,,4.267728,122,762.5,7625000,7.625,406.626,408,1359.864,201,669.933,6.69933,114,115,117,124,109,,,,,,115.8
6,CA,Conservation,6,4,1,,-2.60714795,52.91598026,S132,132,4,13.332,2,6.666,58,193.314,93.16,,,3.102228,87,543.75,5437500,5.4375,289.971,280,933.24,150,499.95,4.9995,109,87,100,113,,,,,,,102.25
6,CA,Conservation,6,4,1,,-2.60708409,52.91592638,S133,133,5,16.665,1,3.333,59,196.647,85.16,,,2.835828,79,493.75,4937500,4.9375,263.307,235,783.255,137,456.621,4.56621,99,94,93,89,73,,,,,,89.6
6,CA,Conservation,6,4,1,,-2.60703878,52.91597706,S134,134,4,13.332,2,6.666,76,253.308,125.16,,,4.167828,119,743.75,7437500,7.4375,396.627,356,1186.548,188,626.604,6.26604,114,96,102,110,,,,,,,105.5
6,CA,Conservation,6,4,1,,-2.60713123,52.91602907,S135,135,4,13.332,2,6.666,58,193.314,91.16,,,3.035628,85,531.25,5312500,5.3125,283.305,235,783.255,144,479.952,4.79952,101,102,89,84,,,,,,,94
6,CA,Conservation,5,3,1,,-2.60691328,52.91605611,S136,136,4,13.332,1,3.333,64,213.312,114.16,,,3.801528,108,675,6750000,6.75,359.964,379,1263.207,189,629.937,6.29937,123,118,113,128,,,,,,,120.5
6,CA,Conservation,5,3,1,,-2.60687383,52.9160128,S137,137,4,13.332,0,0,43,143.319,82.16,,,2.735928,76,475,4750000,4.75,253.308,220,733.26,123,409.959,4.09959,104,106,103,106,,,,,,,104.75
6,CA,Conservation,5,3,1,,-2.60699111,52.91607075,S138,138,4,13.332,0,0,97,323.301,180.16,,,5.999328,174,1087.5,10875000,10.875,579.942,645,2149.785,277,923.241,9.23241,146,152,144,143,,,,,,,146.25
6,CA,Conservation,5,3,1,,-2.60695162,52.91610936,S139,139,4,13.332,2,6.666,52,173.316,78.16,,,2.602728,72,450,4500000,4.5,239.976,220,733.26,141,469.953,4.69953,110,102,108,103,,,,,,,105.75
6,CA,Conservation,5,3,1,,-2.60680739,52.91611053,S140,140,5,16.665,2,6.666,73,243.309,101.16,,,3.368628,95,593.75,5937500,5.9375,316.635,289,963.237,184,613.272,6.13272,116,115,110,104,109,,,,,,110.8
6,CA,Conservation,4,2,1,,-2.60649009,52.91622046,S141,141,4,13.332,2,6.666,54,179.982,72.16,,,2.402928,66,412.5,4125000,4.125,219.978,195,649.935,120,399.96,3.9996,97,99,92,86,,,,,,,93.5
6,CA,Conservation,4,2,1,,-2.60639111,52.91623515,S142,142,5,16.665,2,6.666,69,229.977,87.16,,,2.902428,81,506.25,5062500,5.0625,269.973,330,1099.89,160,533.28,5.3328,110,111,112,116,109,,,,,,111.6
6,CA,Conservation,4,2,1,,-2.60630739,52.91621605,S143,143,7,23.331,0,0,58,193.314,81.16,,,2.702628,75,468.75,4687500,4.6875,249.975,235,783.255,142,473.286,4.73286,109,103,111,114,114,98,102,,,,107.2857143
6,CA,Conservation,4,2,1,,-2.60620744,52.91624363,S144,144,6,19.998,2,6.666,62,206.646,97.16,,,3.235428,91,568.75,5687500,5.6875,303.303,265,883.245,165,549.945,5.49945,110,109,94,90,86,98,,,,,97.83333333
6,CA,Conservation,4,2,1,,-2.60600544,52.91627966,S145,145,7,23.331,3,9.999,75,249.975,109.16,,,3.635028,103,643.75,6437500,6.4375,343.299,,0,177,589.941,5.89941,95,88,92,91,79,92,93,,,,90
6,CA,Conservation,4,1,1,,-2.60589921,52.91632271,S146,146,5,16.665,0,0,56,186.648,91.16,,,3.035628,85,531.25,5312500,5.3125,283.305,247,823.251,145,483.285,4.83285,88,84,96,99,110,,,,,,95.4
6,CA,Conservation,4,1,1,,-2.60586506,52.91641482,S147,147,5,16.665,2,6.666,54,179.982,82.16,,,2.735928,76,475,4750000,4.75,253.308,203,676.599,134,446.622,4.46622,92,90,99,96,98,98,,,,,114.6
6,CA,Conservation,4,1,1,,-2.60594246,52.91642491,S148,148,2,6.666,0,0,57,189.981,87.16,,,2.902428,81,506.25,5062500,5.0625,269.973,240,799.92,128,426.624,4.26624,82,85,,,,,,,,,83.5
6,CA,Conservation,4,1,1,,-2.60576262,52.91634837,S149,149,1,3.333,1,3.333,48,159.984,72.16,,,2.402928,66,412.5,4125000,4.125,219.978,208,693.264,103,343.299,3.43299,77,,,,,,,,,,77
6,CA,Conservation,4,1,1,,-2.60581318,52.9164855,S150,150,5,16.665,0,0,55,183.315,88.16,,,2.935728,82,512.5,5125000,5.125,273.306,210,699.93,130,433.29,4.3329,73,68,69,77,57,,,,,,68.8
7,CA,Conservation,7,1,,,-2.60831096,52.91462994,S151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,1,,,-2.6082695,52.91458112,S152,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,1,,,-2.60840888,52.91450375,S153,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,1,,,-2.60833057,52.91447029,S154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,1,,,-2.6085785,52.91444573,S155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,2,,,-2.6086626,52.91444015,S156,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,2,,,-2.60871525,52.91440127,S157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,2,,,-2.60876278,52.91428819,S158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,2,,,-2.60906677,52.91420252,S159,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,7,2,,,-2.60895418,52.91415153,S160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,3,,,-2.6091178,52.91424757,S161,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,3,,,-2.60928176,52.91408653,S162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,3,,,-2.60952667,52.91398343,S163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,3,,,-2.60943196,52.91393883,S164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,3,,,-2.60950852,52.9140496,S165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,4,,,-2.60978347,52.91384951,S166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,4,,,-2.60992644,52.9137257,S167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,4,,,-2.61093906,52.91330152,S168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,4,,,-2.61100026,52.91318995,S169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,4,,,-2.61118497,52.91318471,S170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,5,,,-2.61125289,52.91311681,S171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,5,,,-2.61137351,52.91309894,S172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,5,,,-2.61150515,52.91305053,S173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,5,,,-2.61174411,52.91278595,S174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CA,Conservation,4,5,,,-2.61206523,52.91275039,S175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,5,,,-2.61237065,52.91292108,S176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,5,,,-2.61193212,52.91301373,S177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,5,,,-2.61176809,52.91317808,S178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,5,,,-2.61159848,52.91315571,S179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,5,,,-2.61174944,52.91323749,S180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,4,,,-2.61109278,52.91337827,S181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,4,,,-2.61112945,52.9134682,S182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,4,,,-2.61029275,52.91383847,S183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,4,,,-2.61014405,52.91387329,S184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,4,4,,,-2.60985959,52.91401637,S185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,3,3,,,-2.60940362,52.91421718,S186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,3,3,,,-2.60928626,52.91425977,S187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,3,3,,,-2.60919877,52.91430625,S188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,3,3,,,-2.60936758,52.91437751,S189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,3,3,,,-2.60920404,52.91437559,S190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,5,2,,,-2.60912587,52.91438616,S191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,5,2,,,-2.6091211,52.91433483,S192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,5,2,,,-2.60920743,52.91447089,S193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,5,2,,,-2.60888236,52.91447639,S194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,5,2,,,-2.60889162,52.91461476,S195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,7,1,,,-2.6087812,52.91458592,S196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,7,1,,,-2.60886719,52.91466208,S197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,7,1,,,-2.60880934,52.91471138,S198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,7,1,,,-2.60866838,52.91473124,S199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CON,Conventional,7,1,,,-2.60851254,52.91474912,S200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,8,1,,,-2.60882623,52.91486601,S201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,8,1,,,-2.60883079,52.91491188,S202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,8,1,,,-2.60872567,52.91484374,S203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,8,1,,,-2.60908257,52.91482619,S204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,8,1,,,-2.60900559,52.91470083,S205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,6,2,,,-2.60919044,52.91465821,S206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,6,2,,,-2.60924044,52.91471489,S207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,6,2,,,-2.60934382,52.9145568,S208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,6,2,,,-2.60949926,52.91454557,S209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,6,2,,,-2.60959593,52.914592,S210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,3,,,-2.609674,52.91455841,S211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,3,,,-2.609546,52.91445272,S212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,3,,,-2.61006909,52.91429724,S213,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,3,,,-2.61015906,52.91432096,S214,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,3,,,-2.61018304,52.9142226,S215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,3,4,,,-2.61059953,52.91391754,S216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,3,4,,,-2.61087458,52.91376978,S217,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,3,4,,,-2.61121839,52.91379592,S218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,3,4,,,-2.61107451,52.91369243,S219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,3,4,,,-2.61138321,52.91354473,S220,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,5,,,-2.61140465,52.91360895,S221,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,5,,,-2.6117919,52.91345924,S222,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,5,,,-2.61166641,52.91340229,S223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,5,,,-2.61191721,52.91331116,S224,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CA,Conservation,4,5,,,-2.61198154,52.91328239,S225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,5,,,-2.6127584,52.9131921,S226,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,5,,,-2.61265463,52.91331517,S227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,5,,,-2.61235244,52.91340546,S228,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,5,,,-2.61208396,52.91349043,S229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,5,,,-2.61216987,52.91354025,S230,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,3,4,,,-2.61152586,52.91374808,S231,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,3,4,,,-2.6113452,52.91385394,S232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,3,4,,,-2.61132036,52.91392023,S233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,3,4,,,-2.61104883,52.91395887,S234,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,3,4,,,-2.61080668,52.91410248,S235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,3,,,-2.61039606,52.91441508,S236,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,3,,,-2.61026479,52.91451128,S237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,3,,,-2.6101282,52.91457509,S238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,3,,,-2.60986895,52.91457981,S239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,4,3,,,-2.60985862,52.91463014,S240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,6,2,,,-2.60984365,52.91471595,S241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,6,2,,,-2.60968915,52.91480158,S242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,6,2,,,-2.60953983,52.91480664,S243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,6,2,,,-2.60946185,52.91488862,S244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,6,2,,,-2.60934008,52.91485777,S245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,8,1,,,-2.60930239,52.91492783,S246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,8,1,,,-2.60922597,52.91488609,S247,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,8,1,,,-2.60915296,52.91494366,S248,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,8,1,,,-2.6092517,52.91503621,S249,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CON,Conventional,8,1,,,-2.60912387,52.91501577,S250,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,